Nome,Estrelas,Forks,Issues Abertas,Criado em,Última Atualização,Último Push,Número de Releases,Total de Pull Requests Aceitas,Razão de Issues Fechadas,Linguagem Primária
50projects50days,36420,8989,21,2020-11-16T14:39:01Z,2024-09-05T16:17:04Z,2024-08-20T13:14:49Z,0,18,0.6,CSS
pure-bash-bible,36411,3267,62,2018-06-13T01:39:33Z,2024-09-05T17:09:54Z,2023-11-28T03:26:23Z,0,17,0.23333333333333334,Shell
FastChat,36354,4471,850,2023-03-19T00:18:02Z,2024-09-05T13:12:01Z,2024-09-05T05:37:18Z,14,17,0.5333333333333333,Python
ant-design-pro,36305,8143,141,2017-08-25T10:40:44Z,2024-09-05T07:32:15Z,2024-08-31T13:00:17Z,26,29,0.23333333333333334,TypeScript
manifesto,36230,1094,22,2023-08-13T16:17:24Z,2024-09-05T17:56:54Z,2024-08-28T15:49:33Z,0,29,0.9333333333333333,HTML
lazydocker,36169,1170,162,2019-05-18T08:53:50Z,2024-09-05T17:48:26Z,2024-08-17T17:45:30Z,30,10,0.13333333333333333,Go
airflow,36139,14026,1072,2015-04-13T18:04:58Z,2024-09-05T16:23:37Z,2024-09-05T15:27:29Z,30,21,0.4666666666666667,Python
python-cheatsheet,36078,6441,23,2018-01-25T04:16:53Z,2024-09-05T17:02:13Z,2024-09-01T14:58:58Z,0,27,0.9666666666666667,Python
nanoGPT,36078,5617,265,2022-12-28T00:51:12Z,2024-09-05T17:44:42Z,2024-08-19T10:49:32Z,0,15,0.23333333333333334,Python
leveldb,36061,7776,327,2014-08-27T21:17:52Z,2024-09-05T15:38:56Z,2024-08-23T16:56:43Z,21,9,0.26666666666666666,C++
shellcheck,36052,1759,1017,2012-11-17T03:15:11Z,2024-09-05T17:28:47Z,2024-09-01T21:08:19Z,29,28,0.36666666666666664,Haskell
vim,36022,5378,1549,2015-08-18T21:03:56Z,2024-09-05T17:17:19Z,2024-09-05T16:22:33Z,0,26,0.7666666666666667,Vim Script
JavaFamily,35901,7802,2,2019-11-12T04:26:18Z,2024-09-05T14:48:39Z,2024-09-04T09:25:59Z,0,15,0.9333333333333333,
quivr,35837,3477,127,2023-05-12T23:53:30Z,2024-09-05T16:49:53Z,2024-09-05T17:03:36Z,30,25,0.6,Python
mitmproxy,35816,3981,352,2010-02-16T04:10:13Z,2024-09-05T17:28:29Z,2024-09-04T21:36:55Z,30,28,0.7666666666666667,Python
istio,35662,7680,534,2016-11-18T23:57:21Z,2024-09-05T14:43:48Z,2024-09-05T17:36:28Z,30,20,0.6333333333333333,Go
DragGAN,35653,3438,150,2023-05-18T10:08:02Z,2024-09-05T16:56:28Z,2024-05-18T17:51:40Z,0,22,0.16666666666666666,Python
og-aws,35647,3859,159,2016-07-13T17:30:16Z,2024-09-05T17:05:29Z,2024-08-16T02:51:54Z,0,15,0.2,Shell
v,35633,2147,921,2019-02-08T02:57:06Z,2024-09-05T13:41:41Z,2024-09-05T13:41:35Z,30,28,0.7666666666666667,V
lerna,35628,2249,371,2015-12-04T09:36:55Z,2024-09-05T11:37:20Z,2024-08-31T01:57:18Z,30,27,0.4,TypeScript
wtfpython,35611,2645,86,2017-08-28T20:22:19Z,2024-09-05T08:14:03Z,2024-06-13T13:18:00Z,2,24,0.3333333333333333,Python
deeplearningbook-chinese,35573,9119,67,2016-12-07T11:46:51Z,2024-09-05T13:33:24Z,2019-12-03T04:25:44Z,7,27,0.23333333333333334,TeX
GFPGAN,35459,5875,368,2021-03-19T06:18:20Z,2024-09-05T12:58:46Z,2024-07-26T18:44:02Z,8,10,0.16666666666666666,Python
arthas,35337,7433,404,2018-08-29T17:15:57Z,2024-09-05T12:59:59Z,2024-09-03T02:18:47Z,30,15,0.3333333333333333,Java
curl,35306,6353,40,2010-03-18T22:32:22Z,2024-09-05T17:46:18Z,2024-09-05T15:09:27Z,30,21,0.6333333333333333,C
taro,35301,4762,1318,2018-04-08T09:32:26Z,2024-09-05T13:08:08Z,2024-09-05T09:26:32Z,30,19,0.5666666666666667,TypeScript
llama_index,35208,4939,694,2022-11-02T04:24:54Z,2024-09-05T17:50:56Z,2024-09-05T17:50:52Z,30,23,0.5,Python
fullPage.js,35205,7304,155,2013-09-20T11:58:29Z,2024-09-05T15:07:56Z,2024-09-05T10:53:04Z,30,26,0.8333333333333334,JavaScript
bark,35180,4126,222,2023-04-07T19:34:48Z,2024-09-05T16:49:09Z,2024-08-19T07:45:36Z,0,12,0.03333333333333333,Jupyter Notebook
aspnetcore,35147,9916,3429,2014-03-11T06:09:42Z,2024-09-05T17:17:09Z,2024-09-05T17:19:16Z,30,19,0.26666666666666666,C#
hello-algorithm,35140,6466,10,2020-05-29T05:47:09Z,2024-09-05T17:15:38Z,2023-06-13T04:13:17Z,0,30,0.6666666666666666,Java
tldraw,35118,2117,281,2021-05-09T11:48:37Z,2024-09-05T17:30:22Z,2024-09-05T16:07:10Z,30,18,0.6333333333333333,TypeScript
koa,35107,3224,32,2013-07-20T18:53:45Z,2024-09-05T16:50:30Z,2024-08-31T18:23:34Z,0,29,0.9,JavaScript
aria2,35024,3550,1088,2010-11-27T09:41:48Z,2024-09-05T16:49:49Z,2024-08-03T07:01:16Z,24,21,0.3,C++
bevy,34993,3426,2250,2020-01-18T21:13:55Z,2024-09-05T17:15:38Z,2024-09-05T16:42:13Z,28,14,0.23333333333333334,Rust
shadowsocks-android,34979,11571,42,2012-12-16T13:40:29Z,2024-09-05T17:39:42Z,2024-08-29T16:09:00Z,30,28,0.6666666666666666,Kotlin
lottie-android,34943,5402,26,2016-10-06T22:42:42Z,2024-09-05T17:49:52Z,2024-09-04T00:13:23Z,30,27,0.7666666666666667,Java
wtfjs,34940,2549,40,2017-07-14T15:42:12Z,2024-09-05T17:11:48Z,2023-11-30T19:14:21Z,25,13,0.3,JavaScript
sheetjs,34940,7997,130,2012-12-03T19:25:52Z,2024-09-05T12:56:51Z,2024-04-18T08:06:46Z,0,22,0.5666666666666667,
devdocs,34902,2322,204,2013-10-24T18:16:07Z,2024-09-05T17:18:29Z,2024-09-05T17:02:48Z,0,24,0.6666666666666666,Ruby
MockingBird,34878,5183,468,2021-08-07T03:53:39Z,2024-09-05T17:41:31Z,2024-08-29T09:52:56Z,1,30,0.16666666666666666,Python
nativefier,34829,2195,258,2015-07-05T05:56:42Z,2024-09-05T17:33:23Z,2023-09-29T13:45:16Z,30,27,0.4,TypeScript
hackathon-starter,34798,8157,10,2013-11-13T17:24:12Z,2024-09-05T06:47:21Z,2024-05-13T15:04:44Z,15,29,0.8333333333333334,JavaScript
DeepSpeed,34614,4042,1123,2020-01-23T18:35:18Z,2024-09-05T17:38:54Z,2024-09-05T17:16:47Z,30,24,0.4666666666666667,Python
955.WLB,34580,1746,199,2019-03-27T23:53:37Z,2024-09-05T10:28:28Z,2024-05-24T09:37:54Z,0,18,0.3,
tesseract.js,34575,2190,29,2015-06-24T02:49:52Z,2024-09-05T16:29:46Z,2024-08-30T13:28:21Z,30,28,0.6666666666666666,JavaScript
glide,34569,6119,541,2013-07-08T22:52:33Z,2024-09-05T14:12:50Z,2024-09-04T22:21:45Z,30,17,0.1,Java
termux-app,34537,3621,384,2015-10-23T09:42:46Z,2024-09-05T17:32:11Z,2024-08-27T15:48:32Z,30,23,0.7333333333333333,Java
TaskMatrix,34517,3320,255,2023-03-02T09:04:28Z,2024-09-05T16:37:24Z,2024-01-06T02:41:20Z,0,15,0.2,Python
awesome-react-native,34479,3977,83,2015-03-26T19:58:06Z,2024-09-05T17:00:34Z,2024-07-05T13:12:41Z,0,6,0.16666666666666666,JavaScript
the-way-to-go_ZH_CN,34472,8606,45,2013-03-24T17:18:38Z,2024-09-05T16:47:19Z,2024-08-14T07:04:25Z,0,10,0.3333333333333333,Go
gym,34442,8591,103,2016-04-27T14:59:16Z,2024-09-05T15:23:56Z,2024-05-02T16:09:06Z,19,24,0.23333333333333334,Python
node-v0.x-archive,34439,7307,0,2009-05-27T16:29:46Z,2024-09-05T13:57:00Z,2024-08-15T20:32:32Z,0,30,1.0,
photoprism,34435,1889,466,2018-01-27T12:00:15Z,2024-09-05T17:07:05Z,2024-09-05T08:28:03Z,30,21,0.5666666666666667,Go
carbon,34424,1908,85,2017-06-16T02:50:28Z,2024-09-05T15:21:24Z,2024-08-02T03:08:17Z,30,20,0.3,JavaScript
date-fns,34418,1777,736,2014-10-06T10:24:22Z,2024-09-05T15:48:13Z,2024-09-04T03:50:30Z,30,9,0.13333333333333333,TypeScript
streamlit,34405,2978,934,2019-08-24T00:14:52Z,2024-09-05T14:55:16Z,2024-09-05T17:59:13Z,30,18,0.36666666666666664,Python
Ryujinx,34388,3927,1037,2018-02-04T23:07:54Z,2024-09-05T17:58:01Z,2024-09-05T16:06:33Z,0,14,0.43333333333333335,C#
interview,34345,7934,24,2018-02-09T09:49:48Z,2024-09-05T16:13:16Z,2024-03-19T06:44:41Z,0,28,0.3,C++
tmux,34342,2089,52,2015-06-03T23:32:55Z,2024-09-05T17:14:08Z,2024-08-28T09:31:41Z,30,25,0.7,C
novu,34328,3496,327,2021-08-26T15:22:44Z,2024-09-05T17:50:46Z,2024-09-05T15:27:13Z,30,20,0.6,TypeScript
insomnia,34290,1921,675,2016-04-23T03:54:26Z,2024-09-05T14:23:03Z,2024-09-05T13:33:55Z,30,26,0.6,JavaScript
trpc,34253,1212,126,2020-07-18T01:17:11Z,2024-09-05T17:02:13Z,2024-09-02T12:59:15Z,30,26,0.7666666666666667,TypeScript
TrafficMonitor,34243,3229,1030,2017-07-30T02:51:17Z,2024-09-05T16:49:32Z,2024-03-16T04:54:57Z,24,22,0.06666666666666667,C++
v2rayNG,34219,5298,27,2019-05-15T02:15:31Z,2024-09-05T16:28:29Z,2024-08-30T11:17:59Z,30,30,0.7666666666666667,Kotlin
whisper.cpp,34209,3470,703,2022-09-25T18:26:37Z,2024-09-05T17:44:18Z,2024-09-02T12:24:52Z,17,23,0.4,C
googletest,34189,10047,340,2015-07-28T15:07:53Z,2024-09-05T17:13:04Z,2024-08-29T15:18:01Z,9,19,0.23333333333333334,C++
lapce,34183,1014,779,2018-02-06T08:41:06Z,2024-09-05T17:05:02Z,2024-09-05T15:45:43Z,30,23,0.5666666666666667,Rust
caffe,34031,18701,1186,2013-09-12T18:39:48Z,2024-09-04T22:59:19Z,2024-07-31T23:10:28Z,14,7,0.2,C++
clipboard.js,33976,3984,12,2015-09-18T23:04:55Z,2024-09-05T12:51:21Z,2024-01-09T17:45:20Z,30,27,0.6333333333333333,JavaScript
typeorm,33958,6263,2539,2016-02-29T07:41:14Z,2024-09-05T17:28:34Z,2024-08-16T20:54:29Z,30,5,0.3,TypeScript
AI-For-Beginners,33951,5637,55,2021-03-03T16:27:36Z,2024-09-05T16:57:40Z,2024-08-30T23:58:03Z,0,21,0.7,Jupyter Notebook
vim-plug,33873,1903,77,2013-09-10T14:58:51Z,2024-09-05T15:23:54Z,2024-07-09T11:19:22Z,8,28,0.7,Vim Script
pandoc,33854,3336,1132,2010-03-20T20:34:23Z,2024-09-05T15:02:20Z,2024-09-04T05:19:47Z,30,20,0.5666666666666667,Haskell
formik,33849,2779,813,2017-06-14T19:50:59Z,2024-09-05T11:51:23Z,2024-08-30T21:17:53Z,30,15,0.4666666666666667,TypeScript
google-research,33767,7819,1461,2018-10-04T18:42:48Z,2024-09-05T15:41:37Z,2024-08-31T00:00:10Z,0,0,0.13333333333333333,Jupyter Notebook
12306,33739,9785,281,2017-05-17T12:23:40Z,2024-09-05T17:04:50Z,2023-04-02T03:19:43Z,1,12,0.23333333333333334,Python
metasploit-framework,33709,13885,436,2011-08-30T06:13:20Z,2024-09-05T17:01:32Z,2024-09-05T16:57:40Z,0,18,0.5,Ruby
EasySpider,33701,4103,89,2020-07-18T02:41:27Z,2024-09-05T16:39:56Z,2024-08-27T15:52:29Z,9,30,0.6333333333333333,JavaScript
Files,33645,2140,465,2019-01-04T18:19:14Z,2024-09-05T17:21:49Z,2024-09-05T17:39:32Z,30,26,0.7666666666666667,C#
gold-miner,33640,5024,7,2015-11-04T03:29:13Z,2024-09-05T13:37:46Z,2024-04-17T09:44:37Z,0,28,0.9,
Summer2025-Internships,33633,2693,2,2020-05-23T20:53:18Z,2024-09-05T17:48:23Z,2024-09-05T17:48:06Z,0,30,1.0,
zig,33572,2452,3104,2015-08-06T00:51:28Z,2024-09-05T17:54:23Z,2024-09-05T15:45:30Z,18,13,0.26666666666666666,Zig
shadowsocks,33550,18627,449,2012-04-20T13:10:49Z,2024-09-05T05:22:14Z,2024-04-01T09:07:32Z,2,19,0.6333333333333333,Python
compose,33507,5173,247,2013-12-09T11:40:58Z,2024-09-05T17:01:05Z,2024-09-05T09:36:45Z,30,22,0.5,Go
awesome-compose,33425,6446,226,2020-02-13T08:51:42Z,2024-09-05T17:10:06Z,2024-08-12T07:24:48Z,0,6,0.23333333333333334,HTML
HanLP,33424,9969,14,2014-10-09T06:36:16Z,2024-09-05T16:31:44Z,2024-08-22T01:12:13Z,30,28,0.8333333333333334,Python
Deep-Live-Cam,33388,4692,234,2023-09-24T13:19:31Z,2024-09-05T17:26:19Z,2024-09-05T08:09:31Z,1,22,0.4,Python
awesome-javascript,33376,4406,4,2014-07-01T15:59:02Z,2024-09-05T17:11:42Z,2024-09-03T13:01:53Z,0,29,0.9333333333333333,
AFNetworking,33327,10374,103,2011-05-31T21:28:44Z,2024-09-05T17:10:20Z,2023-01-17T19:30:05Z,30,15,0.5,Objective-C
cli,33303,3676,179,2012-02-25T12:39:13Z,2024-09-05T17:02:34Z,2024-08-21T02:27:13Z,30,19,0.4,Python
brackets,33264,7637,2784,2011-12-07T21:14:40Z,2024-09-05T11:17:44Z,2022-06-12T08:19:24Z,30,12,0.36666666666666664,JavaScript
fd,33241,791,106,2017-05-09T21:27:10Z,2024-09-05T15:45:15Z,2024-09-03T14:23:41Z,30,26,0.6666666666666666,Rust
netty,33240,15877,602,2010-11-09T09:22:21Z,2024-09-05T14:43:04Z,2024-09-05T13:02:25Z,0,25,0.5666666666666667,Java
AndroidUtilCode,33219,10675,308,2016-07-30T18:18:32Z,2024-09-05T16:08:48Z,2024-08-15T10:38:10Z,30,19,0.13333333333333333,Java
TTS,33197,4017,74,2020-05-20T15:45:28Z,2024-09-05T17:36:25Z,2024-08-16T12:07:14Z,30,25,0.26666666666666666,Python
Awesome-Design-Tools,33176,2069,86,2019-02-12T13:55:30Z,2024-09-05T17:10:11Z,2024-07-28T19:57:31Z,0,2,0.03333333333333333,JavaScript
jellyfin,33173,3022,534,2018-12-09T06:36:45Z,2024-09-05T17:41:18Z,2024-09-05T17:14:28Z,30,15,0.5666666666666667,C#
react-beautiful-dnd,33127,2523,638,2017-08-09T03:37:15Z,2024-09-05T17:07:00Z,2024-09-05T08:02:32Z,30,14,0.23333333333333334,JavaScript
halo,33104,9574,346,2018-03-21T12:56:52Z,2024-09-05T17:45:02Z,2024-09-05T07:29:48Z,30,25,0.6333333333333333,Java
jieba,33051,6719,676,2012-09-29T07:52:01Z,2024-09-05T10:00:45Z,2024-08-21T09:23:45Z,9,13,0.3,Python
REKCARC-TSC-UHT,33045,7632,1,2019-04-05T03:31:23Z,2024-09-05T07:19:24Z,2024-07-23T16:09:42Z,0,30,0.9666666666666667,HTML
daisyui,33026,1260,89,2020-11-28T22:57:27Z,2024-09-05T16:18:38Z,2024-09-04T22:00:34Z,30,23,0.43333333333333335,Svelte
gulp,32968,4224,27,2013-07-04T05:26:06Z,2024-09-05T10:53:29Z,2024-05-31T22:23:47Z,23,29,0.7,JavaScript
appsmith,32965,3592,3812,2020-06-30T04:07:36Z,2024-09-05T17:56:04Z,2024-09-05T17:22:58Z,30,13,0.16666666666666666,TypeScript
XX-Net,32964,7696,7891,2015-01-15T09:35:51Z,2024-09-05T17:17:48Z,2024-06-11T04:53:12Z,30,29,0.3,Python
fiber,32932,1619,99,2020-01-16T03:59:20Z,2024-09-05T17:06:21Z,2024-09-02T13:40:57Z,30,27,0.5333333333333333,Go
immutable-js,32923,1784,123,2014-07-02T06:02:29Z,2024-09-04T15:27:54Z,2024-08-28T17:30:20Z,30,26,0.7333333333333333,TypeScript
ray,32919,5573,3964,2016-10-25T19:38:30Z,2024-09-05T17:25:04Z,2024-09-05T17:19:35Z,30,14,0.43333333333333335,Python
spring-boot-demo,32830,10812,132,2017-11-10T06:27:29Z,2024-09-05T15:39:00Z,2024-07-24T02:02:52Z,0,8,0.1,Java
zod,32817,1139,433,2020-03-07T20:59:08Z,2024-09-05T16:28:58Z,2024-09-04T22:17:54Z,30,15,0.23333333333333334,TypeScript
WeChatMsg,32789,3438,57,2023-01-11T05:03:49Z,2024-09-05T15:33:13Z,2024-07-20T03:54:01Z,30,24,0.5333333333333333,Python
marked,32732,3379,23,2011-07-24T13:15:51Z,2024-09-05T16:08:14Z,2024-09-04T07:17:44Z,30,29,0.8,JavaScript
LeetCode-Go,32672,5669,19,2017-07-18T00:06:14Z,2024-09-05T17:42:35Z,2024-06-22T07:06:36Z,4,26,0.6333333333333333,Go
zxing,32630,9349,8,2011-10-12T14:07:27Z,2024-09-05T16:11:08Z,2024-09-04T14:20:22Z,30,29,0.8333333333333334,Java
slidev,32574,1305,80,2021-04-24T01:25:23Z,2024-09-05T15:28:24Z,2024-09-02T14:20:02Z,30,24,0.5333333333333333,TypeScript
expo,32543,5166,665,2016-08-15T17:14:25Z,2024-09-05T16:57:42Z,2024-09-05T15:40:14Z,0,15,0.5,TypeScript
typst,32537,870,601,2019-09-24T21:41:56Z,2024-09-05T16:47:43Z,2024-09-04T11:16:24Z,16,23,0.43333333333333335,Rust
awesome-shell,32507,2363,105,2014-07-07T01:57:42Z,2024-09-05T17:52:57Z,2024-08-21T06:53:29Z,0,7,0.2,
helix,32500,2398,851,2020-06-01T04:26:56Z,2024-09-05T17:13:31Z,2024-09-04T12:22:47Z,26,10,0.43333333333333335,Rust
ccxt,32418,7452,1216,2017-05-14T15:41:56Z,2024-09-05T17:28:38Z,2024-09-05T17:09:41Z,30,25,0.6,Python
ijkplayer,32396,8103,2875,2013-06-03T04:12:04Z,2024-09-05T17:03:56Z,2024-08-13T00:53:33Z,0,17,0.16666666666666666,C
ShadowsocksX-NG,32336,7941,312,2016-06-10T11:49:00Z,2024-09-05T17:36:07Z,2023-03-29T02:14:51Z,29,27,0.06666666666666667,Swift
husky,32293,1017,43,2014-06-23T12:14:21Z,2024-09-05T17:41:42Z,2024-08-29T12:59:01Z,30,23,0.6,JavaScript
penpot,32283,1606,332,2015-12-29T22:09:07Z,2024-09-05T17:20:55Z,2024-09-05T15:32:26Z,30,27,0.6666666666666666,Clojure
material-design-lite,32272,5043,414,2015-01-14T22:01:33Z,2024-09-05T01:49:08Z,2024-07-22T20:40:09Z,14,12,0.2,HTML
carbon-lang,32256,1469,118,2020-04-27T21:45:16Z,2024-09-05T17:40:00Z,2024-09-05T02:29:23Z,30,24,0.7666666666666667,C++
framework,32114,10866,39,2013-01-10T21:27:28Z,2024-09-05T16:09:07Z,2024-09-05T07:42:28Z,30,24,0.7,PHP
GPT-SoVITS,32094,3695,586,2024-01-14T18:05:21Z,2024-09-05T17:48:45Z,2024-09-03T03:17:42Z,1,23,0.4,Python
gitness,32084,2794,147,2014-02-07T07:54:44Z,2024-09-05T15:02:07Z,2024-09-05T15:02:00Z,30,28,0.4666666666666667,Go
JavaScript,32023,5483,86,2017-07-13T06:12:33Z,2024-09-05T17:11:35Z,2024-08-02T11:51:40Z,0,24,0.7333333333333333,JavaScript
solid,32017,913,96,2018-04-24T16:36:27Z,2024-09-05T15:08:15Z,2024-09-03T23:03:17Z,30,23,0.7666666666666667,TypeScript
gradio,31959,2380,551,2018-12-19T08:24:04Z,2024-09-05T16:21:11Z,2024-09-05T03:56:20Z,30,20,0.26666666666666666,Python
easyexcel,31934,7490,477,2018-02-06T03:14:08Z,2024-09-05T17:28:29Z,2024-08-12T09:05:11Z,13,14,0.16666666666666666,Java
logseq,31906,1858,1606,2020-05-23T00:06:06Z,2024-09-05T17:46:40Z,2024-09-05T17:39:29Z,30,21,0.2,Clojure
sqlmap,31857,5661,58,2012-06-26T09:52:15Z,2024-09-05T17:01:25Z,2024-08-25T22:52:21Z,9,27,0.9333333333333333,Python
fastify,31807,2257,89,2016-09-28T19:10:14Z,2024-09-05T13:15:17Z,2024-09-04T15:40:58Z,30,21,0.5666666666666667,JavaScript
RSSHub,31795,7083,326,2018-04-02T14:43:21Z,2024-09-05T16:38:37Z,2024-09-05T15:07:53Z,0,27,0.7333333333333333,TypeScript
GitHubDaily,31753,3505,278,2018-12-30T13:56:58Z,2024-09-05T17:15:22Z,2024-05-29T08:56:25Z,0,14,0.0,
clash-verge-rev,31742,2433,267,2023-11-21T18:24:03Z,2024-09-05T17:38:05Z,2024-09-05T17:20:01Z,30,27,0.3,TypeScript
awesome-awesomeness,31614,3545,38,2014-07-08T05:44:19Z,2024-09-05T17:03:23Z,2024-06-02T22:46:41Z,0,10,0.23333333333333334,Ruby
android-open-project,31595,11931,25,2014-01-05T15:20:15Z,2024-09-05T16:57:11Z,2024-07-08T20:33:59Z,0,21,0.8666666666666667,
nushell,31567,1618,1413,2019-05-10T16:59:42Z,2024-09-05T16:28:39Z,2024-09-05T16:28:35Z,30,21,0.5333333333333333,Rust
system-design,31532,3365,2,2022-08-15T18:59:54Z,2024-09-05T15:46:34Z,2024-04-10T15:00:47Z,0,21,0.9666666666666667,
run,31485,2609,41,2022-04-10T05:42:40Z,2024-09-05T15:19:05Z,2024-07-31T03:44:51Z,0,29,0.36666666666666664,
Coursera-ML-AndrewNg-Notes,31429,10555,65,2017-11-04T10:04:08Z,2024-09-05T16:26:07Z,2024-06-10T00:47:49Z,0,17,0.43333333333333335,HTML
beego,31399,5604,12,2012-02-29T02:32:08Z,2024-09-05T11:12:31Z,2024-09-02T06:14:33Z,30,27,0.7,Go
pytorch-image-models,31351,4693,68,2019-02-02T05:51:12Z,2024-09-05T17:21:24Z,2024-09-05T14:30:43Z,30,26,0.8333333333333334,Python
AgentGPT,31288,9210,197,2023-04-07T02:29:19Z,2024-09-05T17:18:46Z,2024-09-03T23:43:25Z,12,14,0.4666666666666667,TypeScript
certbot,31274,3384,257,2014-11-12T02:52:20Z,2024-09-05T15:56:13Z,2024-09-05T15:56:03Z,30,21,0.3,Python
chatgpt-web,31216,11215,3,2023-02-09T03:21:37Z,2024-09-05T16:49:40Z,2024-08-16T15:26:57Z,30,29,0.9,Vue
engineering-blogs,31119,1576,131,2015-06-13T18:25:17Z,2024-09-05T17:32:00Z,2024-08-21T13:01:11Z,0,6,0.2,Ruby
Langchain-Chatchat,31059,5418,91,2023-03-31T12:12:45Z,2024-09-05T16:02:44Z,2024-09-05T02:54:21Z,30,29,0.5333333333333333,TypeScript
cal.com,31053,7474,847,2021-03-22T13:47:42Z,2024-09-05T17:49:36Z,2024-09-05T17:49:24Z,30,21,0.5,TypeScript
graphql-engine,31030,2758,2351,2018-06-18T07:57:36Z,2024-09-05T14:10:51Z,2024-09-05T13:23:57Z,30,16,0.26666666666666666,TypeScript
poetry,30995,2250,688,2018-02-28T15:23:47Z,2024-09-05T17:31:13Z,2024-09-04T21:41:20Z,30,16,0.5666666666666667,Python
OpenHands,30995,3571,146,2024-03-13T03:33:31Z,2024-09-05T17:57:41Z,2024-09-05T17:38:18Z,11,26,0.6333333333333333,Python
NewPipe,30978,3016,1214,2015-09-03T23:39:26Z,2024-09-05T17:04:16Z,2024-08-30T14:32:43Z,30,17,0.7,Java
jQuery-File-Upload,30960,7959,52,2010-12-01T15:35:32Z,2024-09-05T17:33:15Z,2023-05-25T09:11:07Z,0,27,0.8666666666666667,PHP
coolify,30938,1567,353,2021-01-25T20:54:01Z,2024-09-05T17:51:58Z,2024-09-05T16:57:59Z,30,24,0.5666666666666667,PHP
linux-command,30937,6005,72,2016-11-12T15:44:26Z,2024-09-05T17:38:21Z,2024-09-03T07:36:33Z,29,28,0.7,Markdown
swc,30896,1202,366,2017-12-22T11:40:14Z,2024-09-05T16:56:28Z,2024-09-04T22:44:19Z,30,26,0.6,Rust
Python,30894,12135,383,2011-11-30T09:04:08Z,2024-09-05T15:54:09Z,2024-09-03T18:27:42Z,0,25,0.7,Python
zsh-autosuggestions,30869,1854,168,2013-10-26T16:09:37Z,2024-09-05T17:06:03Z,2024-07-14T20:42:44Z,0,12,0.26666666666666666,Shell
vault,30831,4168,1236,2015-02-25T00:15:59Z,2024-09-05T17:55:51Z,2024-09-05T17:45:47Z,30,15,0.4666666666666667,Go
awesome-php,30809,5060,56,2013-11-26T03:14:19Z,2024-09-05T17:10:16Z,2024-09-03T14:06:52Z,0,24,0.7666666666666667,
openpose,30754,7825,324,2017-04-24T14:06:31Z,2024-09-05T14:43:55Z,2024-08-03T01:59:11Z,15,20,0.16666666666666666,C++
ruff,30701,1016,1050,2022-08-09T17:17:44Z,2024-09-05T17:50:54Z,2024-09-05T16:15:24Z,30,23,0.5,Rust
leetcode,30692,6524,8,2018-09-16T14:03:03Z,2024-09-05T17:39:12Z,2024-09-05T02:02:10Z,20,30,1.0,Java
Blog,30661,4704,221,2017-03-13T10:04:33Z,2024-09-05T16:37:40Z,2023-12-15T03:01:37Z,0,3,0.16666666666666666,
MS-DOS,30608,4355,3,2018-06-25T18:26:02Z,2024-09-05T13:57:04Z,2024-04-25T22:32:47Z,0,30,1.0,Assembly
rxjs,30594,2995,262,2015-03-15T06:17:10Z,2024-09-05T15:07:36Z,2024-06-28T08:43:02Z,2,20,0.5333333333333333,TypeScript
modern-unix,30578,775,94,2021-01-12T00:50:14Z,2024-09-05T16:34:28Z,2024-07-15T03:03:05Z,0,11,0.3333333333333333,
spacedrive,30542,896,81,2021-09-27T05:09:04Z,2024-09-05T17:09:24Z,2024-09-05T12:48:01Z,25,28,0.8333333333333334,TypeScript
vimrc,30531,7274,3,2012-05-29T16:19:29Z,2024-09-05T06:03:02Z,2024-08-18T14:51:58Z,0,27,0.9,Vim Script
autogen,30488,4437,586,2023-08-18T11:43:45Z,2024-09-05T17:49:31Z,2024-09-05T17:26:34Z,30,20,0.43333333333333335,Jupyter Notebook
yew,30468,1418,166,2017-12-16T14:19:02Z,2024-09-05T09:43:47Z,2024-09-02T14:12:36Z,30,26,0.8666666666666667,MDX
How-To-Ask-Questions-The-Smart-Way,30412,5621,8,2015-03-28T16:52:40Z,2024-09-05T15:13:34Z,2024-04-14T04:42:07Z,0,29,0.9,JavaScript
learnGitBranching,30372,5729,31,2012-08-13T22:36:09Z,2024-09-05T14:01:16Z,2024-09-01T08:40:41Z,0,30,0.8333333333333334,JavaScript
html2canvas,30363,4784,993,2011-07-16T01:05:58Z,2024-09-05T17:22:08Z,2024-07-18T07:26:56Z,30,9,0.2,TypeScript
ChatTTS,30346,3289,106,2024-05-27T18:26:49Z,2024-09-05T17:44:26Z,2024-09-04T16:20:50Z,1,28,0.4,Python
serenity,30345,3172,752,2018-12-02T19:28:41Z,2024-09-05T16:43:15Z,2024-09-05T14:36:12Z,0,8,0.23333333333333334,C++
p3c,30342,8060,184,2017-06-23T06:15:51Z,2024-09-05T14:25:45Z,2024-08-06T08:22:02Z,0,15,0.2,Kotlin
faiss,30341,3544,242,2017-02-07T16:07:05Z,2024-09-05T17:54:59Z,2024-09-05T16:46:42Z,16,19,0.4666666666666667,C++
libpku,30322,8270,14,2018-11-22T13:33:06Z,2024-09-05T16:15:42Z,2022-01-05T04:09:27Z,0,26,0.5666666666666667,TeX
portainer,30306,2429,645,2016-05-19T20:15:28Z,2024-09-05T15:12:22Z,2024-09-05T13:01:00Z,30,18,0.5666666666666667,TypeScript
lottie-web,30269,2864,784,2015-02-20T21:02:59Z,2024-09-05T17:51:24Z,2024-08-06T18:06:50Z,0,14,0.16666666666666666,JavaScript
